user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
ERR4968711_bin.19	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900755895	GCA_900755895.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900755895	96.73	0.868	GCA_900755895.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900755895	96.73	0.868	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963559705.1, s__Acutalibacter sp963559705, 95.0, 87.6, 0.448; GCA_050946975.1, s__Acutalibacter sp050946975, 95.0, 85.17, 0.323	95.39	11	N/A	N/A
ERR4968711_bin.32	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter sp017887445	GCA_017887445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter sp017887445	99.68	0.932	GCA_017887445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter sp017887445	99.68	0.932	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	85.07	11	N/A	N/A
ERR4968711_bin.38	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAMMMX01;s__CAMMMX01 sp946498095	GCA_946498095.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAMMMX01;s__CAMMMX01 sp946498095	99.99	1.0	GCA_946498095.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAMMMX01;s__CAMMMX01 sp946498095	99.99	1.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.67	11	N/A	N/A
ERR4968711_bin.58	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia merdavium	GCA_035238425.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia merdavium	98.32	0.843	GCA_035238425.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia merdavium	98.32	0.843	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.12	11	N/A	N/A
ERR4968711_bin.9	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia stercoripullorum	GCA_019119395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia stercoripullorum	98.71	0.875	GCA_019119395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia stercoripullorum	98.71	0.875	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944359365.1, s__Borkfalkia sp944359365, 95.0, 86.48, 0.241; GCA_019115995.1, s__Borkfalkia avistercoris, 95.0, 83.19, 0.17	91.12	11	N/A	N/A
ERR4968712_bin.107	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus stercoripullorum	GCA_018713795.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus stercoripullorum	97.81	0.945	GCA_018713795.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus stercoripullorum	97.81	0.945	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.04	11	N/A	N/A
ERR4968712_bin.113	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatenecus;s__Scatenecus faecavium	GCA_018716745.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatenecus;s__Scatenecus faecavium	99.23	0.888	GCA_018716745.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatenecus;s__Scatenecus faecavium	99.23	0.888	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003150395.1, s__Scatenecus sp003150395, 95.0, 91.85, 0.702	77.58	11	N/A	N/A
ERR4968712_bin.124	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG673;s__SIG673 sp944393415	GCA_944393415.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG673;s__SIG673 sp944393415	99.47	0.977	GCA_944393415.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG673;s__SIG673 sp944393415	99.47	0.977	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG673;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.07	11	N/A	N/A
ERR4968712_bin.129	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__Faeciplasma avium	GCA_018713505.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__Faeciplasma avium	99.4	0.97	GCA_018713505.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__Faeciplasma avium	99.4	0.97	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.92	11	N/A	N/A
ERR4968712_bin.26	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus;s__Avigastranaerophilus sp944325525	GCA_944325525.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus;s__Avigastranaerophilus sp944325525	99.6	0.946	GCA_944325525.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus;s__Avigastranaerophilus sp944325525	99.6	0.946	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.89	11	N/A	N/A
ERR4968712_bin.40	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Caccocola;s__Caccocola faecigallinarum	GCA_018712745.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Caccocola;s__Caccocola faecigallinarum	96.05	0.83	GCA_018712745.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Caccocola;s__Caccocola faecigallinarum	96.05	0.83	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Caccocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937934445.1, s__Caccocola sp900545755, 95.0, 87.82, 0.473; GCA_018716365.1, s__Caccocola faecipullorum, 95.0, 91.58, 0.67; GCF_002159945.1, s__Caccocola sp002159945, 95.0, 85.43, 0.339; GCA_963618995.1, s__Caccocola sp963618995, 95.0, 87.43, 0.418	94.51	11	N/A	N/A
ERR4968712_bin.49	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp944389935	GCF_944389935.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp944389935	98.86	0.857	GCF_944389935.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp944389935	98.86	0.857	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_944391105.1, s__Victivallis sp944391105, 95.0, 88.71, 0.376	86.91	11	N/A	N/A
ERR4968712_bin.50	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus sp900554085	GCA_900554085.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus sp900554085	98.59	0.925	GCA_900554085.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus sp900554085	98.59	0.925	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944360115.1, s__Limadaptatus sp944360115, 95.0, 86.54, 0.365	90.2	11	N/A	N/A
ERR4968712_bin.51	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CALWZV01;s__CALWZV01 sp944386115	GCA_944386115.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CALWZV01;s__CALWZV01 sp944386115	99.01	0.906	GCA_944386115.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CALWZV01;s__CALWZV01 sp944386115	99.01	0.906	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	70.64	11	N/A	N/A
ERR4968712_bin.54	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__UMGS1865 sp944391805	GCA_944391805.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__UMGS1865 sp944391805	99.05	0.944	GCA_944391805.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__UMGS1865 sp944391805	99.05	0.944	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944383705.1, s__UMGS1865 sp944383705, 95.0, 85.71, 0.206	95.99	11	N/A	N/A
ERR4968712_bin.56	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp944376495	GCA_944376495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp944376495	98.51	0.729	GCA_944376495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp944376495	98.51	0.729	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.31	11	N/A	N/A
ERR4968712_bin.57	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia faecipullorum	GCA_018714205.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia faecipullorum	98.79	0.922	GCA_018714205.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia faecipullorum	98.79	0.922	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900546995.1, s__Aphodousia sp900546995, 95.0, 84.02, 0.184	77.03	11	N/A	N/A
ERR4968712_bin.64	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Beduinella;s__Beduinella sp944349855	GCA_944349855.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Beduinella;s__Beduinella sp944349855	98.63	0.873	GCA_944349855.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Beduinella;s__Beduinella sp944349855	98.63	0.873	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Beduinella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018713325.1, s__Beduinella intestinigallinarum, 95.0, 94.45, 0.808	74.13	11	N/A	N/A
ERR4968712_bin.70	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__Onthoplasma sp944377465	GCA_944377465.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__Onthoplasma sp944377465	97.91	0.973	GCA_944377465.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__Onthoplasma sp944377465	97.91	0.973	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	79.0	11	N/A	N/A
ERR4968712_bin.78	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardiibium;s__Woodwardiibium sp900754535	GCA_900754535.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardiibium;s__Woodwardiibium sp900754535	98.87	0.842	GCA_900754535.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardiibium;s__Woodwardiibium sp900754535	98.87	0.842	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardiibium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.57	11	N/A	N/A
ERR4968712_bin.84	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus;s__Avigastranaerophilus sp944323535	GCA_944323535.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus;s__Avigastranaerophilus sp944323535	98.91	0.927	GCA_944323535.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus;s__Avigastranaerophilus sp944323535	98.91	0.927	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_964572355.1, s__Avigastranaerophilus sp964572355, 95.0, 82.71, 0.243	95.81	11	N/A	N/A
ERR4968712_bin.88	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus faecipullorum	GCA_018711755.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus faecipullorum	98.55	0.94	GCA_018711755.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus faecipullorum	98.55	0.94	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944387735.1, s__Limivicinus sp944387735, 95.0, 88.16, 0.458; GCA_944385125.1, s__Limivicinus sp944385125, 95.0, 90.73, 0.676; GCA_949294945.1, s__Limivicinus sp949294945, 95.0, 89.43, 0.495; GCA_944385175.1, s__Limivicinus sp944385175, 95.0, 87.47, 0.394; GCA_900754515.1, s__Limivicinus sp900754515, 95.0, 85.79, 0.247; GCA_944385705.1, s__Limivicinus sp944385705, 95.0, 87.72, 0.477; GCA_048417135.1, s__Limivicinus sp048417135, 95.0, 88.98, 0.536	94.19	11	N/A	N/A
ERR4968712_bin.9	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__Gallimonas sp944362555	GCA_944362555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__Gallimonas sp944362555	97.36	0.852	GCA_944362555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__Gallimonas sp944362555	97.36	0.852	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944367415.1, s__Gallimonas sp944367415, 95.0, 83.51, 0.172; GCA_944343275.1, s__Gallimonas sp944343275, 95.0, 83.67, 0.165	92.89	11	N/A	N/A
ERR4968712_bin.98	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__SIG32;s__SIG32 sp944325905	GCA_944325905.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__SIG32;s__SIG32 sp944325905	98.97	0.945	GCA_944325905.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__SIG32;s__SIG32 sp944325905	98.97	0.945	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__SIG32;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944325675.1, s__SIG32 sp944325675, 95.0, 86.21, 0.382	95.85	11	N/A	N/A
ERR4969053_bin.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp904419075	GCA_904419075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp904419075	97.33	0.846	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_959603585.1, s__Scatosoma sp900555925, 95.18, 94.35, 0.681; GCA_934871445.1, s__Scatosoma sp934871445, 95.0, 92.7, 0.643	93.91	11	N/A	N/A
ERR4969053_bin.15	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter caccavium	GCA_019114685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter caccavium	98.19	0.78	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_019120595.1, s__Mediterraneibacter tabaqchaliae, 95.0, 94.08, 0.694; GCA_944376695.1, s__Mediterraneibacter sp944376695, 95.0, 90.85, 0.466; GCA_944377705.1, s__Mediterraneibacter sp944377705, 95.0, 85.35, 0.157; GCA_019120025.1, s__Mediterraneibacter excrementipullorum, 95.0, 85.5, 0.231	66.93	11	N/A	N/A
ERR4969053_bin.24	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Neoanaerotignum_A;s__Neoanaerotignum_A tabaqchaliae	GCA_904420235.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Neoanaerotignum_A;s__Neoanaerotignum_A tabaqchaliae	99.25	0.958	GCA_904420235.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Neoanaerotignum_A;s__Neoanaerotignum_A tabaqchaliae	99.25	0.958	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Neoanaerotignum_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.05	11	N/A	N/A
ERR4969053_bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Faecaligallichristensenella;s__Faecaligallichristensenella faecipullorum	GCA_018716505.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Faecaligallichristensenella;s__Faecaligallichristensenella faecipullorum	98.84	0.868	GCA_018716505.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Faecaligallichristensenella;s__Faecaligallichristensenella faecipullorum	98.84	0.868	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	77.6	11	N/A	N/A
ERR4969053_bin.26	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Pseudoruminococcus_B;s__Pseudoruminococcus_B merdavium	GCA_904419745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Pseudoruminococcus_B;s__Pseudoruminococcus_B merdavium	99.56	0.955	GCA_904419745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Pseudoruminococcus_B;s__Pseudoruminococcus_B merdavium	99.56	0.955	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Pseudoruminococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.43	11	N/A	N/A
ERR4969053_bin.29	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__Anaerofilum faecale	GCA_019114265.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__Anaerofilum faecale	98.94	0.873	GCA_019114265.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__Anaerofilum faecale	98.94	0.873	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.13	11	N/A	N/A
ERR4969053_bin.40	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__Faecimorpha;s__Faecimorpha stercoravium	GCA_018712555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__Faecimorpha;s__Faecimorpha stercoravium	98.97	0.904	GCA_018712555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__Faecimorpha;s__Faecimorpha stercoravium	98.97	0.904	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__Faecimorpha;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937892735.1, s__Faecimorpha sp937892735, 95.0, 89.99, 0.632	95.41	11	N/A	N/A
ERR4969053_bin.41	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pullilachnospira_A;s__Pullilachnospira_A gallistercoris	GCA_018712125.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pullilachnospira_A;s__Pullilachnospira_A gallistercoris	98.94	0.895	GCA_018712125.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pullilachnospira_A;s__Pullilachnospira_A gallistercoris	98.94	0.895	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pullilachnospira_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949286525.1, s__Pullilachnospira_A sp949286525, 95.0, 89.95, 0.51	83.19	11	N/A	N/A
ERR4969053_bin.48	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus faecigallinarum	GCA_018711005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus faecigallinarum	98.82	0.851	GCA_018711005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus faecigallinarum	98.82	0.851	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	88.98	11	N/A	N/A
